^SPX (Standard & Poors 500 Index),3097.74,-17.6
Jun 22 2020 @ 01:56 ET,Bid,3053.25,Ask,3185.43,Size,1x1,Vol,
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Vol,IV,Delta,Gamma,Open Int,Strike,Puts,Last Sale,Net,Bid,Ask,Vol,IV,Delta,Gamma,Open Int
08/21/2020,SPX200821C02140000,808.06,0,924.6,947.5,0,0.5393,0.959,0.0001,1,2140.000,SPX200821P02140000,9,-1.55,10.4,15.8,1,0.5485,-0.043,0.0001,1500
08/21/2020,SPXW200821C02140000,0,0,924.8,947.7,0,0.5433,0.9577,0.0001,0,2140.000,SPXW200821P02140000,16.3,0,12.4,13,0,0.5435,-0.0422,0.0001,50
08/21/2020,SPX200821C02150000,967.57,0,914.9,937.8,0,0.5361,0.9579,0.0001,82,2150.000,SPX200821P02150000,11.2,0.35,10.7,16.2,14,0.5456,-0.0442,0.0001,1877
08/21/2020,SPXW200821C02150000,0,0,915.1,938,0,0.54,0.9566,0.0001,0,2150.000,SPXW200821P02150000,7.73,0,12.9,13.3,0,0.5411,-0.0435,0.0001,78
08/21/2020,SPX200821C02160000,0,0,905.3,928.2,0,0.5338,0.9566,0.0001,0,2160.000,SPX200821P02160000,10.3,-0.85,11.1,16.6,1,0.543,-0.0455,0.0001,11
08/21/2020,SPXW200821C02160000,0,0,905.5,928.4,0,0.5375,0.9552,0.0001,0,2160.000,SPXW200821P02160000,24.52,0,13.2,13.7,0,0.5382,-0.0447,0.0001,13
08/21/2020,SPX200821C02170000,0,0,895.7,918.6,0,0.5313,0.9553,0.0001,0,2170.000,SPX200821P02170000,11.5,0.05,11.4,16.9,16,0.5395,-0.0467,0.0001,70
08/21/2020,SPXW200821C02170000,0,0,895.9,918.8,0,0.535,0.9539,0.0001,0,2170.000,SPXW200821P02170000,26.5,0,13.5,14.1,0,0.5352,-0.0459,0.0001,34
08/21/2020,SPX200821C02175000,880.63,0,890.8,913.7,0,0.5292,0.9548,0.0001,40,2175.000,SPX200821P02175000,11.2,-0.4,11.6,17.1,6,0.5382,-0.0473,0.0001,5175
08/21/2020,SPXW200821C02175000,0,0,891.1,914,0,0.5337,0.9532,0.0001,0,2175.000,SPXW200821P02175000,7.98,0,13.7,14.3,0,0.5339,-0.0466,0.0001,16
08/21/2020,SPX200821C02180000,0,0,886,908.9,0,0.528,0.9541,0.0001,0,2180.000,SPX200821P02180000,11.5,-0.3,11.8,14.3,16,0.5245,-0.0447,0.0001,542
08/21/2020,SPXW200821C02180000,0,0,886.3,909.2,0,0.5323,0.9526,0.0001,0,2180.000,SPXW200821P02180000,15.7,0,14,14.5,0,0.533,-0.0474,0.0001,97
08/21/2020,SPX200821C02190000,0,0,876.5,899.4,0,0.5262,0.9525,0.0001,0,2190.000,SPX200821P02190000,12.7,0.6,12.2,14.7,17,0.522,-0.0461,0.0001,29
08/21/2020,SPXW200821C02190000,0,0,876.7,899.6,0,0.5296,0.9512,0.0002,0,2190.000,SPXW200821P02190000,7.7,0,14.4,14.9,0,0.5303,-0.0487,0.0002,34
08/21/2020,SPX200821C02200000,915.29,0,866.9,889.8,0,0.5235,0.9512,0.0002,62,2200.000,SPX200821P02200000,14,1.55,12.6,18,114,0.5308,-0.0506,0.0002,4881
08/21/2020,SPXW200821C02200000,837.2,0,867.2,890.1,0,0.5276,0.9496,0.0002,2,2200.000,SPXW200821P02200000,13,0.35,14.8,15.4,1,0.5279,-0.0502,0.0002,323
08/21/2020,SPX200821C02210000,0,0,857.3,880.2,0,0.5207,0.9498,0.0002,0,2210.000,SPX200821P02210000,10.57,-2.23,13,18.7,1,0.529,-0.0523,0.0002,312
08/21/2020,SPXW200821C02210000,0,0,857.6,880.5,0,0.5247,0.9482,0.0002,0,2210.000,SPXW200821P02210000,11.85,0,15.2,15.8,0,0.525,-0.0516,0.0002,93
08/21/2020,SPX200821C02220000,0,0,847.8,870.7,0,0.5186,0.9481,0.0002,0,2220.000,SPX200821P02220000,14.2,0,14.9,16.4,0,0.5216,-0.0525,0.0002,143
08/21/2020,SPXW200821C02220000,734.97,0,848.1,871,0,0.5225,0.9466,0.0002,1,2220.000,SPXW200821P02220000,12.2,0,15.6,16.2,0,0.522,-0.053,0.0002,1
08/21/2020,SPX200821C02225000,890.87,0,843,865.9,0,0.5172,0.9474,0.0002,21,2225.000,SPX200821P02225000,13.75,0,15.1,16.6,0,0.5201,-0.0532,0.0002,2809
08/21/2020,SPXW200821C02225000,730.32,0,843.3,866.2,0,0.5209,0.9459,0.0002,2,2225.000,SPXW200821P02225000,19,0,15.9,16.5,0,0.5213,-0.0539,0.0002,112
08/21/2020,SPX200821C02230000,0,0,838.2,861.1,0,0.5157,0.9467,0.0002,0,2230.000,SPX200821P02230000,14.6,1.1,15.4,16.8,2,0.519,-0.054,0.0002,103
08/21/2020,SPXW200821C02230000,0,0,838.5,861.4,0,0.5194,0.9452,0.0002,1,2230.000,SPXW200821P02230000,9.8,0,16.1,16.7,0,0.5198,-0.0547,0.0002,24
08/21/2020,SPX200821C02240000,0,0,828.7,851.6,0,0.5134,0.9451,0.0002,0,2240.000,SPX200821P02240000,18.1,0,15.8,17.3,0,0.5163,-0.0555,0.0002,413
08/21/2020,SPXW200821C02240000,0,0,829,851.9,0,0.517,0.9435,0.0002,1,2240.000,SPXW200821P02240000,15.7,1.55,16.6,17.2,22,0.5174,-0.0563,0.0002,182
08/21/2020,SPX200821C02250000,790.13,0,819,841.9,0,0.5096,0.9438,0.0002,261,2250.000,SPX200821P02250000,14.9,0.6,16.3,17.8,37,0.5139,-0.0572,0.0002,4673
08/21/2020,SPXW200821C02250000,577.72,0,819.5,842.4,0,0.5145,0.9419,0.0002,24,2250.000,SPXW200821P02250000,15,0.45,17,17.7,1,0.5145,-0.0579,0.0002,162
08/21/2020,SPX200821C02260000,0,0,809.7,832.6,0,0.5086,0.9417,0.0002,0,2260.000,SPX200821P02260000,19.6,0,16.8,18.3,0,0.5113,-0.0589,0.0002,107
08/21/2020,SPXW200821C02260000,0,0,810,832.9,0,0.512,0.9402,0.0002,0,2260.000,SPXW200821P02260000,29.86,0,17.5,18.2,0,0.512,-0.0596,0.0002,52
08/21/2020,SPX200821C02270000,0,0,800.2,823.1,0,0.506,0.94,0.0002,0,2270.000,SPX200821P02270000,12.8,-2.3,15.6,21.5,1,0.512,-0.0617,0.0002,121
08/21/2020,SPXW200821C02270000,0,0,800.5,823.4,0,0.5093,0.9385,0.0002,0,2270.000,SPXW200821P02270000,17.2,0,18,18.7,0,0.5093,-0.0613,0.0002,35
08/21/2020,SPX200821C02275000,848,0,795.3,818.2,0,0.5037,0.9395,0.0002,86,2275.000,SPX200821P02275000,18.26,2.96,17.5,19,83,0.5071,-0.0614,0.0002,1105
08/21/2020,SPXW200821C02275000,0,0,795.8,818.7,0,0.5083,0.9376,0.0002,0,2275.000,SPXW200821P02275000,16.8,1.2,18.3,18.9,19,0.508,-0.0621,0.0002,75
08/21/2020,SPX200821C02280000,744.8,0,790.7,813.6,0,0.5034,0.9383,0.0002,12,2280.000,SPX200821P02280000,26.72,0,16.1,22.3,0,0.5102,-0.0637,0.0002,54
08/21/2020,SPXW200821C02280000,761.12,0,791,813.9,0,0.5066,0.9368,0.0002,1,2280.000,SPXW200821P02280000,34.2,0,18.6,19.2,0,0.5069,-0.0631,0.0002,18
08/21/2020,SPX200821C02290000,0,0,781.3,804.2,0,0.5013,0.9364,0.0002,0,2290.000,SPX200821P02290000,22.5,0,18.3,19.9,0,0.5036,-0.0642,0.0002,175
08/21/2020,SPXW200821C02290000,0,0,781.6,804.5,0,0.5044,0.9349,0.0002,0,2290.000,SPXW200821P02290000,28.02,0,19.1,19.7,0,0.5041,-0.0648,0.0002,63
08/21/2020,SPX200821C02300000,794.93,0,771.8,794.7,0,0.4985,0.9346,0.0002,163,2300.000,SPX200821P02300000,19.56,3.06,17.2,23.5,441,0.5054,-0.0675,0.0002,4588
08/21/2020,SPXW200821C02300000,615.5,0,772.2,795.1,0,0.5021,0.9329,0.0002,3,2300.000,SPXW200821P02300000,17.37,0,19.7,20.3,0,0.5019,-0.0668,0.0002,244
08/21/2020,SPX200821C02310000,0,0,762.4,785.3,0,0.4962,0.9326,0.0002,0,2310.000,SPX200821P02310000,17.25,0,17.7,24.1,0,0.5027,-0.0693,0.0002,317
08/21/2020,SPXW200821C02310000,0,0,762.7,785.6,0,0.4991,0.9311,0.0002,0,2310.000,SPXW200821P02310000,18,0,20.3,20.9,0,0.4995,-0.0688,0.0002,187
08/21/2020,SPX200821C02320000,0,0,753,775.9,0,0.4938,0.9306,0.0002,0,2320.000,SPX200821P02320000,16.9,-0.55,18.3,24.8,300,0.5004,-0.0714,0.0002,759
08/21/2020,SPXW200821C02320000,0,0,755.4,773.7,0,0.4954,0.9296,0.0002,0,2320.000,SPXW200821P02320000,14.1,-3.65,20.8,21.5,1,0.4967,-0.0706,0.0002,128
08/21/2020,SPX200821C02325000,738.17,0,748.3,771.2,0,0.4926,0.9296,0.0002,57,2325.000,SPX200821P02325000,18.9,0,18.8,25.1,0,0.4997,-0.0726,0.0002,727
08/21/2020,SPXW200821C02325000,0,0,750.6,768.9,0,0.4936,0.9288,0.0002,1,2325.000,SPXW200821P02325000,20.55,2.55,21.1,21.8,10,0.4955,-0.0717,0.0002,89
08/21/2020,SPX200821C02330000,0,0,743.6,766.5,0,0.4913,0.9286,0.0002,0,2330.000,SPX200821P02330000,19.8,0,19.1,25.4,0,0.4984,-0.0736,0.0002,14
08/21/2020,SPXW200821C02330000,0,0,745.9,764.2,0,0.4923,0.9277,0.0002,0,2330.000,SPXW200821P02330000,15.9,-2.35,21.4,22.1,9,0.4942,-0.0727,0.0002,40
08/21/2020,SPX200821C02340000,0,0,734.2,757.1,0,0.4888,0.9266,0.0002,0,2340.000,SPX200821P02340000,31.84,0,19.7,26.1,0,0.496,-0.0758,0.0002,341
08/21/2020,SPXW200821C02340000,0,0,736.3,754.5,0,0.4883,0.9262,0.0002,0,2340.000,SPXW200821P02340000,23.7,0,22.1,22.7,0,0.4918,-0.0748,0.0002,41
08/21/2020,SPX200821C02350000,713.64,0,724.8,747.7,0,0.4861,0.9245,0.0002,302,2350.000,SPX200821P02350000,19.8,0.8,20.3,26.7,393,0.4932,-0.0778,0.0002,8326
08/21/2020,SPXW200821C02350000,625.9,0,727.2,745.5,0,0.4876,0.9235,0.0002,1,2350.000,SPXW200821P02350000,22.05,2.75,22.7,23.4,18,0.4894,-0.077,0.0002,2794
08/21/2020,SPX200821C02360000,0,0,715.5,738.4,0,0.4839,0.9222,0.0002,0,2360.000,SPX200821P02360000,20.2,0.6,20.9,27.4,64,0.4906,-0.08,0.0002,154
08/21/2020,SPXW200821C02360000,0,0,717.7,735.9,0,0.484,0.9217,0.0002,0,2360.000,SPXW200821P02360000,35.2,0,23.4,24,0,0.4868,-0.0791,0.0002,97
08/21/2020,SPX200821C02370000,0,0,706.2,729.1,0,0.4816,0.9199,0.0002,0,2370.000,SPX200821P02370000,21.9,1.75,23.1,24.8,4,0.4834,-0.0805,0.0002,27
08/21/2020,SPXW200821C02370000,0,0,708.3,726.5,0,0.4811,0.9196,0.0002,0,2370.000,SPXW200821P02370000,35.2,0,24.1,24.7,0,0.4845,-0.0814,0.0002,74
08/21/2020,SPX200821C02375000,437.06,0,701.5,724.4,0,0.4802,0.9189,0.0002,47,2375.000,SPX200821P02375000,35.9,0,21.9,28.5,0,0.4869,-0.0834,0.0003,1005
08/21/2020,SPXW200821C02375000,538.39,0,703.8,722,0,0.4807,0.9181,0.0003,36,2375.000,SPXW200821P02375000,23.4,0,24.4,25.1,0,0.4832,-0.0826,0.0003,188
08/21/2020,SPX200821C02380000,803.45,0,696.9,719.8,0,0.4792,0.9176,0.0003,0,2380.000,SPX200821P02380000,19.35,0,23.8,25.5,0,0.481,-0.0828,0.0003,89
08/21/2020,SPXW200821C02380000,0,0,699,717.2,0,0.4787,0.9173,0.0003,0,2380.000,SPXW200821P02380000,23.44,0,24.8,25.4,0,0.482,-0.0837,0.0003,42
08/21/2020,SPX200821C02390000,0,0,687.6,710.5,0,0.4767,0.9152,0.0003,0,2390.000,SPX200821P02390000,24.2,2.85,22.9,29.6,4,0.4831,-0.0869,0.0003,172
08/21/2020,SPXW200821C02390000,0,0,689.8,707.9,0,0.4765,0.9148,0.0003,0,2390.000,SPXW200821P02390000,18.7,-3,25.5,26.2,16,0.4797,-0.0862,0.0003,54
08/21/2020,SPX200821C02400000,811.03,0,678.3,701.2,0,0.4742,0.9129,0.0003,361,2400.000,SPX200821P02400000,22.5,0.55,25.2,26.9,338,0.4759,-0.0876,0.0003,11274
08/21/2020,SPXW200821C02400000,577,0,680.8,699,0,0.4756,0.9117,0.0003,2,2400.000,SPXW200821P02400000,22,-0.3,26.2,26.9,4,0.477,-0.0886,0.0003,214
08/21/2020,SPX200821C02410000,0,0,669.1,692,0,0.472,0.9103,0.0003,0,2410.000,SPX200821P02410000,21.7,-0.9,25.9,27.7,25,0.4734,-0.09,0.0003,323
08/21/2020,SPXW200821C02410000,572,0,671.4,689.6,0,0.4724,0.9095,0.0003,1,2410.000,SPXW200821P02410000,29,0,27,27.7,0,0.4748,-0.0912,0.0003,159
08/21/2020,SPX200821C02420000,449.75,0,659.8,682.7,0,0.4692,0.9078,0.0003,1,2420.000,SPX200821P02420000,22.6,-0.65,24.7,31.6,10,0.4738,-0.0937,0.0003,874
08/21/2020,SPXW200821C02420000,0,0,662.1,680.2,0,0.4694,0.9072,0.0003,0,2420.000,SPXW200821P02420000,21.3,0,27.7,28.4,0,0.472,-0.0936,0.0003,54
08/21/2020,SPX200821C02425000,668.39,0,655.2,678.1,0,0.468,0.9065,0.0003,53,2425.000,SPX200821P02425000,24.6,1.05,25.1,32,20,0.4725,-0.095,0.0003,3503
08/21/2020,SPXW200821C02425000,0,0,657.5,675.6,0,0.4682,0.9059,0.0003,15,2425.000,SPXW200821P02425000,23.8,0,28.1,28.8,0,0.4708,-0.0949,0.0003,175
08/21/2020,SPX200821C02430000,0,0,650.6,673.5,0,0.4668,0.9052,0.0003,0,2430.000,SPX200821P02430000,14.9,0,27.5,29.3,0,0.4687,-0.0953,0.0003,41
08/21/2020,SPXW200821C02430000,0,0,653,671.2,0,0.4677,0.9043,0.0003,0,2430.000,SPXW200821P02430000,39.8,0,28.5,29.3,0,0.4698,-0.0963,0.0003,104
08/21/2020,SPX200821C02440000,613.47,0,641.5,664.4,0,0.4648,0.9023,0.0003,16,2440.000,SPX200821P02440000,24.73,0,28.3,30.1,0,0.4662,-0.098,0.0003,412
08/21/2020,SPXW200821C02440000,0,0,652.5,654.7,0,0.4684,0.9003,0.0003,0,2440.000,SPXW200821P02440000,42.3,0,29.3,30.1,0,0.4672,-0.099,0.0003,118
08/21/2020,SPX200821C02450000,455.65,0,632.3,655.2,0,0.4623,0.8996,0.0003,138,2450.000,SPX200821P02450000,30.32,4.97,29.1,30.9,27,0.4636,-0.1007,0.0003,6062
08/21/2020,SPXW200821C02450000,0,0,643.3,645.6,0,0.4659,0.8975,0.0003,0,2450.000,SPXW200821P02450000,26.4,0.7,30.1,30.9,8,0.4646,-0.1017,0.0003,2696
08/21/2020,SPX200821C02460000,0,0,623.2,646.1,0,0.46,0.8967,0.0003,0,2460.000,SPX200821P02460000,25.18,-0.87,30,31.8,49,0.4614,-0.1036,0.0003,2924
08/21/2020,SPXW200821C02460000,0,0,634.2,636.5,0,0.4636,0.8946,0.0003,0,2460.000,SPXW200821P02460000,27.9,0,31,31.8,0,0.4623,-0.1046,0.0003,46
08/21/2020,SPX200821C02470000,0,0,614.1,637,0,0.4577,0.8938,0.0003,0,2470.000,SPX200821P02470000,26.37,-0.48,30.8,32.7,53,0.4588,-0.1065,0.0003,141
08/21/2020,SPXW200821C02470000,0,0,625.1,627.4,0,0.4612,0.8917,0.0003,0,2470.000,SPXW200821P02470000,35.5,0,31.9,32.7,0,0.4599,-0.1075,0.0003,50
08/21/2020,SPX200821C02475000,584.82,0,609.5,632.4,0,0.4563,0.8924,0.0003,150,2475.000,SPX200821P02475000,23.3,-3.95,31.3,32.7,1,0.4568,-0.1076,0.0003,866
08/21/2020,SPXW200821C02475000,606.2,0,620.6,622.8,0,0.4599,0.8902,0.0003,7,2475.000,SPXW200821P02475000,27.8,0,32.3,33.2,0,0.4587,-0.109,0.0003,1045
08/21/2020,SPX200821C02480000,0,0,605,627.9,0,0.4553,0.8908,0.0003,0,2480.000,SPX200821P02480000,27.1,-0.5,31.7,33.6,1,0.4564,-0.1094,0.0003,528
08/21/2020,SPXW200821C02480000,0,0,616,618.3,0,0.4587,0.8888,0.0003,0,2480.000,SPXW200821P02480000,56.63,0,32.8,33.6,0,0.4574,-0.1105,0.0003,1
08/21/2020,SPX200821C02490000,0,0,595.9,618.8,0,0.4527,0.8878,0.0003,0,2490.000,SPX200821P02490000,27.85,-0.55,30.6,37.9,3,0.4568,-0.1137,0.0003,409
08/21/2020,SPXW200821C02490000,0,0,607,609.2,0,0.4563,0.8857,0.0003,0,2490.000,SPXW200821P02490000,39,0,33.7,34.6,0,0.4551,-0.1136,0.0003,67
08/21/2020,SPX200821C02500000,654.48,26.13,586.9,609.8,1,0.4505,0.8846,0.0003,1453,2500.000,SPX200821P02500000,34.5,5.25,33.6,35.5,118,0.4516,-0.1156,0.0003,16058
08/21/2020,SPXW200821C02500000,538.99,0,597.9,600.2,0,0.4538,0.8826,0.0003,50,2500.000,SPXW200821P02500000,25.6,-4,34.7,35.5,7,0.4526,-0.1167,0.0003,7773
08/21/2020,SPX200821C02510000,0,0,577.9,600.8,0,0.4482,0.8813,0.0004,0,2510.000,SPX200821P02510000,23.63,-6.42,32.6,40,2,0.4523,-0.1202,0.0004,238
08/21/2020,SPXW200821C02510000,0,0,588.9,591.2,0,0.4514,0.8793,0.0004,0,2510.000,SPXW200821P02510000,30.41,0,35.7,36.5,0,0.4502,-0.1199,0.0004,42
08/21/2020,SPX200821C02520000,0,0,568.9,591.8,0,0.4458,0.878,0.0004,0,2520.000,SPX200821P02520000,31.15,0,33.4,40.9,0,0.4492,-0.1232,0.0004,52
08/21/2020,SPXW200821C02520000,541.5,0,580,582.2,0,0.449,0.876,0.0004,2,2520.000,SPXW200821P02520000,32.6,0,36.7,37.6,0,0.4479,-0.1233,0.0004,85
08/21/2020,SPX200821C02525000,521.35,0,564.5,587.4,0,0.4449,0.8762,0.0004,1186,2525.000,SPX200821P02525000,34.8,3.45,36.1,38.1,3,0.4458,-0.1239,0.0004,4103
08/21/2020,SPXW200821C02525000,468.4,0,575.5,577.8,0,0.4479,0.8742,0.0004,2,2525.000,SPXW200821P02525000,32,0,37.2,38.1,0,0.4467,-0.1249,0.0004,1346
08/21/2020,SPX200821C02530000,0,0,560,582.9,0,0.4436,0.8745,0.0004,0,2530.000,SPX200821P02530000,31.33,0,34.4,42,0,0.4468,-0.1266,0.0004,191
08/21/2020,SPXW200821C02530000,599.2,0,571,573.3,0,0.4466,0.8726,0.0004,2,2530.000,SPXW200821P02530000,24.5,0,37.7,38.6,0,0.4454,-0.1266,0.0004,80
08/21/2020,SPX200821C02540000,0,0,551.1,574,0,0.4414,0.871,0.0004,0,2540.000,SPX200821P02540000,47.9,0,35.4,43.1,0,0.4443,-0.1301,0.0004,221
08/21/2020,SPXW200821C02540000,456,0,562.1,564.4,0,0.4443,0.8691,0.0004,1,2540.000,SPXW200821P02540000,62.88,0,38.8,39.7,0,0.4431,-0.1301,0.0004,10
08/21/2020,SPX200821C02550000,662.62,0,542.2,565.1,0,0.439,0.8675,0.0004,259,2550.000,SPX200821P02550000,35,1.35,38.7,40.7,40,0.4395,-0.1325,0.0004,12025
08/21/2020,SPXW200821C02550000,658.84,0,553.2,555.5,0,0.4419,0.8655,0.0004,1,2550.000,SPXW200821P02550000,29.1,-5,39.9,40.8,174,0.4406,-0.1337,0.0004,8422
08/21/2020,SPX200821C02560000,330.3,0,533.3,556.2,0,0.4365,0.8638,0.0004,10,2560.000,SPX200821P02560000,30.75,-3.9,37.5,44.9,21,0.4385,-0.1368,0.0004,760
08/21/2020,SPXW200821C02560000,503.3,0,544.3,546.6,0,0.4393,0.8619,0.0004,10,2560.000,SPXW200821P02560000,29.5,-5.55,41,41.9,3,0.4381,-0.1373,0.0004,111
08/21/2020,SPX200821C02570000,330.4,0,524.4,547.3,0,0.434,0.8602,0.0004,20,2570.000,SPX200821P02570000,31.6,-4.05,38.6,46,1,0.4359,-0.1404,0.0004,716
08/21/2020,SPXW200821C02570000,564.7,0,535.5,537.8,0,0.437,0.8581,0.0004,2,2570.000,SPXW200821P02570000,31.2,-4.85,42.2,43.1,12,0.4359,-0.1411,0.0004,138
08/21/2020,SPX200821C02575000,654.9,0,520,542.9,0,0.4328,0.8583,0.0004,1051,2575.000,SPX200821P02575000,38.05,1.9,39.2,46.6,6002,0.4347,-0.1424,0.0004,13421
08/21/2020,SPXW200821C02575000,445.4,0,531.1,533.4,0,0.4358,0.8562,0.0004,2,2575.000,SPXW200821P02575000,36.8,0.25,42.8,43.7,17,0.4347,-0.143,0.0004,28520
08/21/2020,SPX200821C02580000,563.46,0,515.6,538.5,0,0.4316,0.8564,0.0004,1,2580.000,SPX200821P02580000,49.24,0,39.6,47,0,0.4328,-0.144,0.0004,812
08/21/2020,SPXW200821C02580000,559.6,3.35,526.7,529,1,0.4346,0.8543,0.0004,0,2580.000,SPXW200821P02580000,36.7,0,43.4,44.3,0,0.4335,-0.1449,0.0004,97
08/21/2020,SPX200821C02590000,349.6,0,506.8,529.7,0,0.4292,0.8525,0.0004,19,2590.000,SPX200821P02590000,40,0,43.3,45.4,0,0.4299,-0.1476,0.0004,544
08/21/2020,SPXW200821C02590000,0,0,517.9,520.2,0,0.4321,0.8504,0.0004,0,2590.000,SPXW200821P02590000,32.2,-5.95,44.5,45.5,9,0.4309,-0.1487,0.0004,40
08/21/2020,SPX200821C02600000,482.48,0,498,520.9,0,0.4267,0.8485,0.0004,2131,2600.000,SPX200821P02600000,40.3,1.55,42.1,49.6,40,0.4283,-0.152,0.0004,15399
08/21/2020,SPXW200821C02600000,563.4,0,509.1,511.4,0,0.4295,0.8465,0.0004,49,2600.000,SPXW200821P02600000,38.8,-0.4,45.8,46.7,3,0.4285,-0.1527,0.0004,226
08/21/2020,SPX200821C02610000,536.78,0,489.3,512.2,0,0.4244,0.8444,0.0004,1,2610.000,SPX200821P02610000,34.24,-5.56,43.4,50.9,238,0.426,-0.1562,0.0004,2187
08/21/2020,SPXW200821C02610000,421,0,500.4,502.7,0,0.4271,0.8424,0.0004,1,2610.000,SPXW200821P02610000,35.1,-5.2,47,48,27,0.4259,-0.1568,0.0004,94
08/21/2020,SPX200821C02620000,0,0,480.6,503.5,0,0.422,0.8402,0.0005,0,2620.000,SPX200821P02620000,41.72,0,44.5,52.1,0,0.4231,-0.1601,0.0005,182
08/21/2020,SPXW200821C02620000,528.5,0,491.7,494,0,0.4247,0.8382,0.0005,1,2620.000,SPXW200821P02620000,42.1,0.7,48.3,49.3,15,0.4235,-0.161,0.0005,143
08/21/2020,SPX200821C02625000,515.5,0,476.2,498.5,0,0.4196,0.8386,0.0005,495,2625.000,SPX200821P02625000,48.79,7.29,47.7,49.9,87,0.4213,-0.162,0.0005,3097
08/21/2020,SPXW200821C02625000,545.2,0,487.3,489.6,0,0.4232,0.8362,0.0005,51,2625.000,SPXW200821P02625000,42.05,0,49,49.9,0,0.4222,-0.1631,0.0005,28544
08/21/2020,SPX200821C02630000,452.05,0,471.9,494.8,0,0.4194,0.8359,0.0005,21,2630.000,SPX200821P02630000,48,0,48.4,50.6,0,0.4202,-0.1642,0.0005,685
08/21/2020,SPXW200821C02630000,510.4,0,483,485.3,0,0.4221,0.834,0.0005,2,2630.000,SPXW200821P02630000,47,0,49.6,50.6,0,0.4209,-0.1652,0.0005,104
08/21/2020,SPX200821C02640000,309.8,0,463.3,486.2,0,0.4171,0.8315,0.0005,25,2640.000,SPX200821P02640000,41.3,0,47.1,54.8,0,0.418,-0.1687,0.0005,440
08/21/2020,SPXW200821C02640000,0,0,474.4,476.7,0,0.4197,0.8296,0.0005,0,2640.000,SPXW200821P02640000,44.7,0.9,51,52,9,0.4186,-0.1696,0.0005,195
08/21/2020,SPX200821C02650000,440.83,0,454.7,477.6,0,0.4147,0.827,0.0005,800,2650.000,SPX200821P02650000,51.92,7.42,48.9,56.2,62,0.4162,-0.1735,0.0005,9768
08/21/2020,SPXW200821C02650000,391.5,0,465.8,468.1,0,0.4172,0.8252,0.0005,19,2650.000,SPXW200821P02650000,45.5,0.5,52.4,53.4,2,0.4161,-0.1741,0.0005,448
08/21/2020,SPX200821C02660000,556.54,0,446.1,468.4,0,0.4112,0.8229,0.0005,26,2660.000,SPX200821P02660000,45.65,0,50.3,57.7,0,0.4138,-0.1781,0.0005,770
08/21/2020,SPXW200821C02660000,399.1,0,457.2,459.5,0,0.4146,0.8206,0.0005,1,2660.000,SPXW200821P02660000,46,-0.2,53.8,54.8,2,0.4135,-0.1786,0.0005,23
08/21/2020,SPX200821C02670000,0,0,437.6,460.5,0,0.4098,0.8177,0.0005,0,2670.000,SPX200821P02670000,53.7,0,54,56.3,0,0.4104,-0.1823,0.0005,97
08/21/2020,SPXW200821C02670000,250.5,0,448.7,451,0,0.4122,0.8159,0.0005,14,2670.000,SPXW200821P02670000,51.57,4.07,55.3,56.3,3,0.4111,-0.1833,0.0005,18
08/21/2020,SPX200821C02675000,407.44,0,433.3,455.6,0,0.4075,0.8159,0.0005,187,2675.000,SPX200821P02675000,46.72,-0.98,54.7,57.1,2,0.4092,-0.1847,0.0005,425
08/21/2020,SPXW200821C02675000,249.42,0,444.5,446.8,0,0.4111,0.8135,0.0005,2,2675.000,SPXW200821P02675000,41.2,-7,56,57,19,0.4098,-0.1857,0.0005,136
08/21/2020,SPX200821C02680000,500.65,0,429.1,452,0,0.4073,0.8129,0.0005,24,2680.000,SPX200821P02680000,48.5,0,53.1,60.6,0,0.4085,-0.1874,0.0005,422
08/21/2020,SPXW200821C02680000,427.2,0,440.2,442.5,0,0.4097,0.8111,0.0005,1,2680.000,SPXW200821P02680000,52.92,4.12,56.8,57.8,3,0.4086,-0.1881,0.0005,65
08/21/2020,SPX200821C02690000,407,0,420.6,443.5,0,0.4047,0.8081,0.0005,16,2690.000,SPX200821P02690000,49.24,-0.36,54.6,62.1,9,0.4059,-0.1922,0.0005,95
08/21/2020,SPXW200821C02690000,256.3,0,431.8,434.1,0,0.4073,0.8062,0.0005,7,2690.000,SPXW200821P02690000,51.2,0,58.3,59.3,0,0.406,-0.193,0.0005,127
08/21/2020,SPX200821C02700000,477.5,0,412.1,434.4,0,0.4011,0.8036,0.0006,3384,2700.000,SPX200821P02700000,53,2,58.5,61,716,0.4029,-0.197,0.0006,14340
08/21/2020,SPXW200821C02700000,390,0,423.3,425.6,0,0.4046,0.8013,0.0005,20,2700.000,SPXW200821P02700000,51.3,-0.2,59.8,60.9,12,0.4034,-0.1979,0.0006,463
08/21/2020,SPX200821C02710000,251,0,403.8,426.7,0,0.3998,0.7979,0.0006,33,2710.000,SPX200821P02710000,58.2,5.8,57.6,65.2,3,0.4005,-0.2022,0.0006,177
08/21/2020,SPXW200821C02710000,0,0,414.9,417.2,0,0.402,0.7962,0.0006,0,2710.000,SPXW200821P02710000,58.9,5.95,61.4,62.5,20,0.4009,-0.203,0.0006,68
08/21/2020,SPX200821C02720000,230.24,0,395.4,417.7,0,0.3963,0.7931,0.0006,17,2720.000,SPX200821P02720000,58.75,0,61.7,64.3,0,0.3979,-0.2074,0.0006,150
